question_id,survey_id,source_question_order,family,normalized_text,answer_type,base_n,unique_values,recovery_status,reuse_status,adapt_for,caveat
q_bf9418efc0ef,tally_mZEBBV,11,barrier,9.1 Почему не рассматриваете?,unknown,0,0,verified,ready,,
q_e9f2f6654032,tally_mZEBBV,12,demographics,10. Укажите Ваш пол,single,70,2,verified,adapt,,
q_649c593ad96d,tally_mZEBBV,13,demographics,11. Укажите Ваш возраст,single,70,6,verified,adapt,,
q_6954ad457168,tally_mZEBBV,14,demographics,12. Укажите Ваш город,single,70,2,verified,adapt,,
q_3c594142f7d3,tally_wMr1qY,1,scenario,"Здравствуйте! Меня зовут [имя интервьюера], я специалист сервисной службы клиники «Немецкий имплантологический центр». Мы рады, что вы посетили нашу клинику и хотели бы узнать ваше мнение: что вам особенно понравилось, а что, по вашему мнению, можно улучшитьТакже хотим сообщить, что недавно у нас появились новые услуги гнатолога. Поэтому первый вопрос будет немного необычным. 0) Обращались ли Вы когда-либо за услугами гнатолога в стоматологию?",single,100,2,verified,ready,,
q_11376e116290,tally_wMr1qY,2,barrier,0.1) По какой причине Вы обращались за консультацией гнатолога? (можно выбрать несколько вариантов),multi,20,15,verified,ready,,
q_2c87f5ca98ac,tally_wMr1qY,3,other,1) С какими опасениями или тревогами Вы сталкиваетесь при обращении в частную стоматологическую клинику?,multi,100,48,verified,adapt,,
q_8b1ea9b57725,tally_wMr1qY,4,other,2) Как Вы выбирали специалиста для стоматологического лечения?,multi,100,32,verified,adapt,,
q_4f8f33388721,tally_wMr1qY,5,barrier,"3) Что чаще всего служит для Вас причиной посещения стоматологии? (Не перечислять, а ожидать ответа. Если клиент делает паузу, то начать перечислять)",multi,100,18,verified,ready,,
q_85db21dd9922,tally_wMr1qY,6,behavior,"4) Выберите, те услуги, которые Вы посещали в течение последнего года? (пропустить в случае посещения реже)",multi,99,40,verified,ready,,
q_df5987fddb27,tally_wMr1qY,7,frequency,5) Как часто посещаете стоматологическую клинику? (Отвечают только по выбранным вариантам)?,multi,100,9,verified,ready,,
q_3cb35a16fe16,tally_wMr1qY,8,behavior,"5.1) (! ВОПРОС ДЛЯ ТЕХ, КТО ПОСЕЩАЕТ СТОМАТОЛОГИЮ РЕЖЕ 1 РАЗА В ДВА ГОДА). Почему так редко посещаете стоматологию? (не перечислять, а ожидать ответа)",single,3,2,verified,ready,,
q_6173d322527c,tally_wMr1qY,9,behavior,6) Какие клиники вы посещаете?,single,100,3,verified,ready,,
q_4ec49c5a63cf,tally_wMr1qY,10,barrier,"6.1) По какой причине вы выбираете именно частные/государственные клиники? (не перечислять, а ожидать ответа)",multi,88,46,verified,ready,,
q_9a04b806b98a,tally_wMr1qY,11,other,"7) Какие у вас ожидания от первого посещения клиники (не перечислять, а ожидать ответа)",multi,100,33,verified,adapt,,
q_5e693567c7fa,tally_wMr1qY,12,demographics,"8) Скажите, пожалуйста, кто у вас в семье пользуется услугами частной стоматологии, кроме вас? (не перечислять, а ожидать ответа)",multi,100,12,verified,adapt,,
q_191b809c7115,tally_wMr1qY,13,barrier,"9) Бывало ли у вас такое, что вы не завершили лечение или решили отказаться от услуг какой-то клиники после нескольких процедур?",single,100,2,verified,ready,,
q_edd5eafaafac,tally_wMr1qY,14,demographics,"9.1) С чем связан ваш отказ от дальнейшего лечения в клинике (Спрашивать при положительном ответе в прошлом вопросе. Не перечислять, а ожидать ответа):",multi,42,16,verified,adapt,,
q_7e5fbb321497,tally_wMr1qY,15,factor,"10) Оцените от 1 до 5 важность факторов выбора стоматологии, где 1 – это незначимый фактор, а 5 – самый значимый фактор:",matrix,100,98,reconstructed,source_check,,matrix/UUID needs form schema
q_358e6fb675be,tally_wMr1qY,16,behavior,"11) Выберете условия, при которых вы готовы сменить клинику на новую (не перечислять, а ожидать ответа):",multi,100,52,verified,ready,,
q_efcc43accbe0,tally_wMr1qY,17,scenario,"12) Какие переживания или страхи возникают у вас, когда Вы обращаетесь в частную клинику? (не перечислять, а ожидать ответа)",multi,100,35,verified,ready,,
q_a8c801fb69bf,tally_wMr1qY,18,other,13) Какая стоматология предлагает самые доступные цены?,open,100,22,verified,adapt,,
q_078f2fa0664c,tally_wMr1qY,19,other,14) Какая стоматология предоставляет широкий ассортимент услуг?,single,100,13,verified,adapt,,
q_9b644a57ecb7,tally_wMr1qY,20,other,15) Какая стоматология предлагает наиболее современное оборудование?,single,100,11,verified,adapt,,
q_ca073dfa1d1e,tally_wMr1qY,21,trust,16) Какая стоматология предлагает лучшее качество обслуживания?,single,100,11,verified,ready,,
q_d3b372053edd,tally_wMr1qY,22,other,17) В какой стоматологии самый понятный план лечения?,single,100,13,verified,adapt,,
q_c1e4d5fde798,tally_wMr1qY,23,other,"18) Какую стоматологию вы считаете наиболее удобной с точки зрения посещения? (приветливый персонал, наличие зоны ожидания, наличие детского уголка и т.д)",single,100,9,verified,adapt,,
q_af544b933509,tally_wMr1qY,24,awareness,19) Какие стоматологии в Москве Вы знаете?,open,100,59,verified,ready,,
q_85ce74444709,tally_wMr1qY,25,behavior,20) Какие стоматологии в Москве Вы посещаете?,open,100,21,verified,ready,,
q_468e052c1868,tally_wMr1qY,26,other,21) Какие стоматологии в Москве Вы считаете лучшими?,single,100,15,verified,adapt,,
q_fa0a5430f390,tally_wMr1qY,27,demographics,"22) Какими источниками информации Вы пользуетесь при выборе стоматологической клиники? (Возможен выбор нескольких вариантов. Не перечислять, а ожидать ответа)",multi,100,37,verified,adapt,,
q_5ef7b923cba7,tally_wMr1qY,28,factor,"23) Оцените по 10-ти бальной шкале, с какой вероятностью Вы бы порекомендовали стоматологическую клинику ""НИЦ"" своим знакомым?",numeric,100,9,verified,ready,,
q_684e6e9d3079,tally_wMr1qY,29,other,r54BDv,open,61,49,unreliable,source_check,,matrix/UUID needs form schema
q_2429c4221ccd,tally_wMr1qY,30,trust,"Что мы можем улучшить, чтобы вы порекомендовали стоматологическую клинику «НИЦ» своим знакомым?",open,17,16,verified,ready,,
q_d041f8883d19,tally_wMr1qY,31,demographics,24) Укажите Ваш возраст:,single,100,6,verified,adapt,,
q_00ee785a2c95,tally_wMr1qY,32,demographics,25) Укажите Ваш пол(На слух):,single,100,2,verified,adapt,,
q_e4cfc95a05e6,tally_wMr1qY,33,demographics,"26) Укажите, пожалуйста, уровень дохода вашей семьи",multi,100,4,verified,adapt,,
q_5a71796147e5,tally_nP9Zrb,1,scenario,1. С какой целью вы обычно покупаете товары в спортивном магазине?,single,17,2,verified,ready,,
q_70d9850a172c,tally_nP9Zrb,2,other,J9gLBz,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_8c3a4c7fe8dd,tally_nP9Zrb,3,open,"2. Укажите, пожалуйста, ваш уровень мастерства в следующих видах спортивной активности:",matrix,17,17,reconstructed,source_check,,matrix/UUID needs form schema
q_ddf703f8ccae,tally_nP9Zrb,4,open,3. Укажите частоту занятий следующими видами спорта:,matrix,17,17,reconstructed,source_check,,matrix/UUID needs form schema
q_7df4b4e5acf0,tally_nP9Zrb,5,other,4. Участвуете ли вы в спортивных соревнованиях?,single,17,3,verified,adapt,,
q_5bcbbaf4d16e,tally_nP9Zrb,6,channel,5. При каких условиях Вы обычно ходите в спортивный магазин?,single,17,3,verified,ready,,
q_87076bb272ef,tally_nP9Zrb,7,other,gDpLOM,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_745e66cd02d1,tally_nP9Zrb,8,frequency,6. Как часто вы совершаете покупки спортивной одежды?,multi,17,9,verified,ready,,
q_5734a471d656,tally_nP9Zrb,9,other,7. Чаще совершаете покупки спортивной одежды самостоятельно либо с кем-то?,single,17,4,verified,adapt,,
q_f87b9a809f71,tally_nP9Zrb,10,other,yPGx76,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_99051337b06c,tally_nP9Zrb,11,factor,"8. Оцените от 1 до 5 важность факторов выбора места покупки спортивной одежды, где 1 – это незначимый фактор, а 5 – самый значимый фактор: (то,что в скобках, не проговариваем и не пишем в анкете)",matrix,17,17,reconstructed,source_check,,matrix/UUID needs form schema
q_39178f1e6953,tally_nP9Zrb,12,channel,9. Подскажите насколько вам важен формат магазина спортивной одежды при его посещении?,single,17,6,verified,ready,,
q_ca365c065035,tally_nP9Zrb,13,other,XxgENe,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_930e657b97f3,tally_nP9Zrb,14,channel,10. Какие спортивные магазины вы знаете?,open,17,17,verified,ready,,
q_7dc7beda8e03,tally_nP9Zrb,15,channel,11. Какие спортивные магазины вы посещаете?,single,17,15,verified,ready,,
q_0e9d66da1a3a,tally_nP9Zrb,16,channel,12. Какие магазины вы считаете лучшими?,single,17,15,verified,ready,,
q_88e604e661f2,tally_nP9Zrb,17,channel,13. В каком магазине наиболее широкий ассортимент спортивных товаров?,single,17,15,verified,ready,,
q_68f6a2dd71f7,tally_nP9Zrb,18,channel,"14. Какой спортивный магазин, на ваш взгляд, предлагает наиболее доступные цены?",single,17,15,verified,ready,,
q_d7e9b42caf40,tally_nP9Zrb,19,channel,"15. Какой спортивный магазин на ваш взгляд оставляет наиболее приятное впечатление после покупки? (приятный запах, хорошее обслуживание, эстетическое удовольствие от интерьера и раскладки)",single,17,13,verified,ready,,
q_838bdf7a2c08,tally_nP9Zrb,20,channel,"16. В каком спортивном магазине наиболее быстрое обслуживание? (покупка происходит быстро, без очередей)",single,17,14,verified,ready,,
q_75ad725c71dc,tally_nP9Zrb,21,demographics,"17. В каких спортивных магазинах вам проще всего совершать покупки? (найти размер, быстро узнать стоимость товара, получить консультацию специалиста)",single,17,13,verified,adapt,,
q_14436be3bf3d,tally_nP9Zrb,22,channel,"18. В каком спортивном магазине, на ваш взгляд, чаще всего обновляется ассортимент?",single,17,15,verified,ready,,
q_c2e9224189d1,tally_nP9Zrb,23,demographics,19. Укажите ваш пол:,single,17,2,verified,adapt,,
q_c4e5c7243ea3,tally_nP9Zrb,24,demographics,20. Укажите ваш возраст :,single,17,7,verified,adapt,,
q_bfe328e78e44,tally_nP9Zrb,25,demographics,21. Как бы вы оценили доход вашей семьи?,single,17,3,verified,adapt,,
q_3ec8403c3223,tally_nP9Zrb,26,demographics,22. Укажите род занятий:,single,17,5,verified,adapt,,
q_9955d3b16297,tally_nP9Zrb,27,trust,23. По шкале от 1 до 10 насколько вы готовы порекомендовать Amazing Tennis своим друзьям и близким?,numeric,17,4,verified,ready,,
q_769514de0759,tally_w2vrDL,1,demographics,1. Какая у вас должность?,single,9,9,verified,adapt,,
q_b2ccef43cc0e,tally_w2vrDL,2,other,"2. Актуальна ли для вас задача найма гибридных сотрудников (удаленные сотрудники, гибридный найм, инфлюенсеры, контрактники, выплаты за границу)? (Да/Нет)",single,9,2,verified,adapt,,
q_5bcfd03e271f,tally_w2vrDL,3,other,3. В какой отрасли вы работаете?,single,8,6,verified,adapt,,
q_f8205366c694,tally_w2vrDL,4,other,3,single,2,2,verified,adapt,,
q_4db6097c7da8,tally_w2vrDL,5,other,jZWLv4,single,8,3,unreliable,source_check,,matrix/UUID needs form schema
q_812bbff0c653,tally_w2vrDL,6,other,DBJq6l,single,3,2,unreliable,source_check,,matrix/UUID needs form schema
q_c2123a90f678,tally_w2vrDL,7,demographics,5. Какой объем исполнителей вы привлекаете? (в среднем в месяц),single,8,3,verified,adapt,,
q_8328527b6671,tally_w2vrDL,8,frequency,6. Как часто вы привлекаете удаленных сотрудников или подрядчиков?,single,8,4,verified,ready,,
q_c2e0b94abb02,tally_w2vrDL,9,demographics,7. Какие задачи вы хотите решать с помощью систем для оплаты работы исполнителей?,multi,7,7,verified,adapt,,
q_d160922eda0b,tally_w2vrDL,10,other,lB7ako,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_cd97646640e6,tally_w2vrDL,11,demographics,8. Какие системы для оплаты работы исполнителей вы знаете?,multi,7,5,verified,adapt,,
q_7aa0261786b0,tally_w2vrDL,12,other,RxJW9K,single,2,2,unreliable,source_check,,matrix/UUID needs form schema
q_b45e4ce1cd32,tally_w2vrDL,13,demographics,"9. Какими системами для оплаты работ исполнителей вы пользовались раньше, но перестали?",single,8,3,verified,adapt,,
q_62bc9d81cc93,tally_w2vrDL,14,other,oE79jb,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_69a99304208c,tally_w2vrDL,15,demographics,10. Какими системам для оплаты работы исполнителей вы пользуетесь сейчас?,single,8,3,verified,adapt,,
q_d426dcbb8397,tally_w2vrDL,16,other,RxJxJK,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_02514730705f,tally_w2vrDL,17,other,11. Какую систему для оплаты работы вы считаете лучшей?,single,2,2,verified,adapt,,
q_e59a51f118fc,tally_w2vrDL,18,other,ga7a5M,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_5e8e1f3e09d8,tally_w2vrDL,19,demographics,12. Какая система для оплаты работы исполнителей берет самые низкие комиссии?,single,2,2,verified,adapt,,
q_4465cbb3d633,tally_w2vrDL,20,other,yMEMl6,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_4a8935e9f9c1,tally_w2vrDL,21,demographics,13. Какая система для оплаты работы исполнителей предоставляет возможность производить оплаты в наибольшем количестве валют?,single,2,2,verified,adapt,,
q_d6d43f082332,tally_w2vrDL,22,other,XLMLee,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_ab3c3905f892,tally_w2vrDL,23,demographics,14. В какой системе для оплаты работы исполнителей самый большой выбор тарифов?,single,2,2,verified,adapt,,
q_c11508580cc0,tally_w2vrDL,24,other,8qPqdk,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_e727703868ac,tally_w2vrDL,25,demographics,"15. Какая система для оплаты работы исполнителей позволяет выводить средства на наибольшее количество инструментов(банковские счета, крипто кошельки, webmoney и др)?",single,2,2,verified,adapt,,
q_6024a7a32f18,tally_w2vrDL,26,other,0dJdEP,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_97e41f8306eb,tally_w2vrDL,27,demographics,16. Какая система для оплаты  работы исполнителей проводит самые быстрые транзакции?,single,2,2,verified,adapt,,
q_e37c56c08d96,tally_w2vrDL,28,other,zjrjKZ,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_6aaa59e6803e,tally_w2vrDL,29,demographics,17. У какой системы для оплаты работы исполнителей самый удобный интерфейс?,single,2,2,verified,adapt,,
q_7517c4f768f0,tally_w2vrDL,30,other,5bGbdv,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_b555da9c919e,tally_w2vrDL,31,demographics,"18. Какой системой для оплаты работы исполнителей вы воспользуетесь, если придется отказаться от тех, которые используете сейчас?",single,2,2,verified,adapt,,
q_893a54b3ee13,tally_w2vrDL,32,other,dEDEYD,unknown,0,0,unreliable,source_check,,matrix/UUID needs form schema
q_d9c6531d4689,tally_w2vrDL,33,demographics,"19. Оцените по шкале от 1 до 10, с какой вероятностью вы бы посоветовали услуги системы для оплаты работы исполнителей, которой пользуетесь сейчас, своим коллегам/друзьям?",unknown,0,0,verified,adapt,,
q_c62101f43fc9,tally_w2vrDL,34,demographics,"20. Почему бы вы посоветовали услуги системы для оплаты работы исполнителей, которой пользуетесь сейчас, своим коллегам/друзьям?",unknown,0,0,verified,adapt,,
q_c09092cdb7cd,tally_w2vrDL,35,demographics,"21. Оцените по шкале от 1 до 10, насколько ресурсозатратно поменять систему для оплаты работы исполнителей, которой вы пользуетесь?",numeric,2,2,verified,adapt,,
q_e87ed84b8cfc,tally_w2vrDL,36,demographics,22. Почему вы бы хотели поменять систему для оплаты работы исполнителей?,single,2,2,verified,adapt,,
q_887d5fa31b26,tally_w2vrDL,37,demographics,23. Какую комиссию вы считаете максимально приемлемой для системы оплат работы исполнителей и какую были бы готовы платить?,single,2,2,verified,adapt,,
q_e8ac6cddc28c,tally_w2vrDL,38,demographics,24. Какого функционала в системах для оплаты работ исполнителей вам не хватает по сравнению с другими решениями?,single,2,2,verified,adapt,,
q_b8b040063a37,tally_w2vrDL,39,demographics,"25. Говоря о системе для оплаты работы исполнителей, которой вы пользуетесь, какие функции вы считаете наиболее важными?",single,2,2,verified,adapt,,
q_2767789c8c36,tally_w2vrDL,40,demographics,"26. Как вы узнали о системе для оплаты работы исполнителей, которой вы пользуетесь?",single,2,2,verified,adapt,,
q_2053d2107ba8,tally_w2vrDL,41,demographics,"19. Оцените по шкале от 1 до 10, с какой вероятностью вы бы посоветовали услуги системы для оплаты работы исполнителей, которой пользуетесь сейчас, своим коллегам, друзьям?",numeric,2,2,verified,adapt,,
q_c13eb29c590e,tally_w2vrDL,42,demographics,"20. Почему бы вы посоветовали услуги системы для оплаты работы исполнителей, которой пользуетесь сейчас, своим коллегам, друзьям?",single,2,2,verified,adapt,,
q_58ee876cf4ff,tally_w2vrDL,43,demographics,22. Что бы вы хотели улучшить в системах для оплаты работы исполнителей?,single,2,2,verified,adapt,,
q_f7d327df16e2,tally_w2vrDL,44,other,0dvJZ0,single,1,1,unreliable,source_check,,matrix/UUID needs form schema
q_986ddcad4fa5,tally_w2vrDL,45,other,5bvGeP,single,1,1,unreliable,source_check,,matrix/UUID needs form schema
q_bfc70e78db10,tally_w2vrDL,46,other,lBW7Yp,single,1,1,unreliable,source_check,,matrix/UUID needs form schema
q_13234e0af706,tally_w2vrDL,47,other,oEd75X,single,1,1,unreliable,source_check,,matrix/UUID needs form schema
q_e4749575b689,tally_w2vrDL,48,other,lBW0rp,single,1,1,unreliable,source_check,,matrix/UUID needs form schema
q_c85adff320f6,tally_w2vrDL,49,other,OaYjGp,single,1,1,unreliable,source_check,,matrix/UUID needs form schema
q_ad341233d13c,tally_w2vrDL,50,other,PpY25d,single,1,1,unreliable,source_check,,matrix/UUID needs form schema
q_68a79ae01ec8,tally_w2vrDL,51,other,zjJ5xR,single,1,1,unreliable,source_check,,matrix/UUID needs form schema
q_e42152775ba3,tally_3xYE7y,1,demographics,Каков ваш общий стаж работы в профессии?,single,61,8,verified,adapt,,
q_bd2cde0f8439,tally_3xYE7y,2,demographics,Каков ваш общий стаж работы в компании?,single,61,5,verified,adapt,,
q_cd52dd06a37e,tally_3xYE7y,3,demographics,Какие каналы и инструменты вы использовали при поиске работы?,multi,61,14,verified,adapt,,
q_0efa2adf7652,tally_3xYE7y,4,other,1AZ6GW,single,2,2,unreliable,source_check,,matrix/UUID needs form schema
q_1faf41200499,tally_3xYE7y,5,factor,"Оцените, пожалуйста, от 1 до 5 насколько важны для Вас следующие факторы выбора работодателя",matrix,61,61,reconstructed,source_check,,matrix/UUID needs form schema
q_238145b67d54,tally_3xYE7y,6,factor,"Оцените, пожалуйста, от 1 до 5 насколько сильно эти факторы выражены в компании",matrix,61,61,reconstructed,source_check,,matrix/UUID needs form schema
q_deffc6384542,tally_3xYE7y,7,WTP,Насколько Вы согласны с представленными ниже утверждениями об уровне ответственности сотрудников в компании?,matrix,61,30,reconstructed,source_check,,matrix/UUID needs form schema
q_c8170d6b6b3f,tally_3xYE7y,8,WTP,Насколько Вы согласны с представленными ниже утверждениями о понимании сотрудников направления развития компании?,matrix,61,17,reconstructed,source_check,,matrix/UUID needs form schema
q_0ff25d73b814,tally_3xYE7y,9,WTP,Насколько Вы согласны с представленными ниже утверждениями об уровне координации и контроле в компании?,matrix,61,29,reconstructed,source_check,,matrix/UUID needs form schema
q_bd76995b372a,tally_3xYE7y,10,WTP,Насколько Вы согласны с представленными ниже утверждениями об уровне ориентации компании на внешнюю среду?,matrix,61,20,reconstructed,source_check,,matrix/UUID needs form schema
q_9171262bd8e0,tally_3xYE7y,11,WTP,Насколько Вы согласны с представленными ниже утверждениями о характере руководства в компании?,matrix,61,31,reconstructed,source_check,,matrix/UUID needs form schema
q_b944e322da3c,tally_3xYE7y,12,WTP,Насколько Вы согласны с представленными ниже утверждениями об отношении к инновациям и приобретении новых знаний в компании?,matrix,61,31,reconstructed,source_check,,matrix/UUID needs form schema
q_84ea2e82fbe3,tally_3xYE7y,13,WTP,Насколько Вы согласны с представленными ниже утверждениями о корпоративных навыках компании?,matrix,61,27,reconstructed,source_check,,matrix/UUID needs form schema
q_48c205a07dbf,tally_3xYE7y,14,factor,Оцените степень Вашего согласия с представленными ниже утверждениями о рабочей среде  в компании?,matrix,61,29,reconstructed,source_check,,matrix/UUID needs form schema
q_9ee8a3a1a2f2,tally_3xYE7y,15,factor,Оцените степень Вашего согласия с представленными ниже утверждениями о системе мотивации в компании?,matrix,61,33,reconstructed,source_check,,matrix/UUID needs form schema
q_c71876087646,tally_3xYE7y,16,scenario,"В компании решения принимаются всегда по всем известным, общепринятым правилам ИЛИ каждый раз зависят от контекста и ситуации?",single,61,5,verified,ready,,
q_9f68757ca2ed,tally_3xYE7y,17,demographics,Сотрудники сконцентрированы на выполнение своей обязанности ИЛИ выполняют любые задачи?,single,61,5,verified,adapt,,
q_1a46d8cfcc40,tally_3xYE7y,18,other,В компании сотрудники сконцентрированы в работе на здесь и сейчас ИЛИ сотрудники смотрят в будущее?,single,61,5,verified,adapt,,
q_59b90842addf,tally_3xYE7y,19,other,В компании принята короткая дистанция между руководителем и подчиненным ИЛИ принята длинная дистанция между руководителем и подчиненным?,single,61,4,verified,adapt,,
q_9e71d6382372,tally_3xYE7y,20,other,"Сотрудники действуют самостоятельно, каждый сам за себя ИЛИ ориентированы на командную работу?",single,61,5,verified,adapt,,
q_a87169ff18f8,tally_3xYE7y,21,other,С какими ассоциациями о ЦВД  / образом компании вы сталкивались? Какие ассоциации возникают у Вас?,multi,61,58,verified,adapt,,
q_ac72337e28f5,tally_3xYE7y,22,factor,"Оцените от 1 до 5, какая гипотеза направления позиционирования бренда работодателя похожа на ЦВД, и насколько вдохновляет лично вас",matrix,61,55,reconstructed,source_check,,matrix/UUID needs form schema
q_da42c1891fb3,tally_3xYE7y,23,WTP,Укажите от 1 до 5 насколько вы согласны с каждым утверждением,matrix,61,53,reconstructed,source_check,,matrix/UUID needs form schema
q_e4b87e193ba8,tally_3xYE7y,24,demographics,Укажите ваш пол,single,61,2,verified,adapt,,
q_168990b5fdda,tally_3xYE7y,25,demographics,Укажите ваш возраст,single,61,4,verified,adapt,,
q_47632935aa22,tally_3xYE7y,26,other,Роль внутри компании,single,61,3,verified,adapt,,
q_fb874903cfcb,tally_3qPrkk,1,other,Номер анкеты,open,83,73,verified,adapt,,
q_885be2e6b63f,tally_3qPrkk,2,demographics,Укажите Ваш пол,single,83,2,verified,adapt,,
q_acd0c8770b19,tally_3qPrkk,3,demographics,Укажите Ваш возраст,single,83,7,verified,adapt,,
q_64963193ff9c,tally_3qPrkk,4,other,Чем Вы занимаетесь?,single,83,7,verified,adapt,,
q_b1738c62b66d,tally_3qPrkk,5,other,В какой отрасли Вы работаете?,single,59,8,verified,adapt,,
q_fe83de9fd0bb,tally_3qPrkk,6,other,PpR75e,single,15,14,unreliable,source_check,,matrix/UUID needs form schema
q_aef9cc645d2b,tally_3qPrkk,7,demographics,Какую должность Вы занимаете?,open,59,44,verified,adapt,,
q_a931e80c4653,tally_3qPrkk,8,demographics,Какие каналы и инструменты Вы использовали/используете для поиска работы,single,83,8,verified,adapt,,
q_52ecf7ec9415,tally_3qPrkk,9,factor,"Оцените, пожалуйста, насколько важны для Вас следующие факторы при выборе работодателя от 1 до 5 (где 1 - неважно, 5 - важно)",matrix,83,78,reconstructed,source_check,,matrix/UUID needs form schema
q_c4fffc86d060,tally_3qPrkk,10,demographics,Каких работодателей в своем регионе Вы знаете?,open,83,68,verified,adapt,,
q_346f13b13d11,tally_3qPrkk,11,demographics,Какого работодателя в своем регионе Вы считаете лучшим?,open,83,52,verified,adapt,,
q_0ac91604b090,tally_3qPrkk,12,other,У каких работодателей Вы бы хотели работать?,open,83,58,verified,adapt,,
q_783e3bcd8bc1,tally_3qPrkk,13,screening,"Знаете ли Вы компанию ""Сибагро""?",single,83,2,verified,ready,,
q_23b5b6facb1b,tally_3qPrkk,14,consideration,Рассматривали ли Вы компанию Сибагро в качестве работодателя?,single,83,2,verified,ready,,
q_39893957114d,tally_3qPrkk,15,other,"Расскажите, пожалуйста, почему да",single,11,11,verified,adapt,,
q_96f3e445eba8,tally_3qPrkk,16,barrier,"Расскажите, пожалуйста, почему нет",open,72,60,verified,ready,,
q_07f880ba85fc,tally_woRNPx,1,factor,"1. Вы встретились с потенциальным клиентом, который заинтересован в кредитовании. По каким критерием вы будете определять его уровень зрелости",single,14,2,verified,ready,,
q_772df1db84f0,tally_woRNPx,2,other,2. Как бы вы оценили практический интерес клиента к сотрудничеству с вашим банком?,single,14,2,verified,adapt,,
q_92f379b585ee,tally_woRNPx,3,demographics,"3. У вас есть клиент, который уже пользуется кредитными продуктами вашего банка. Какой первый шаг вы предпримете для реализации стратегии кросс-продаж?",single,14,2,verified,adapt,,
q_0e36e15e4286,tally_woRNPx,4,other,4. Какое разделение ответственности по менеджерам становится все более актуальным в банковской сфере?,single,14,3,verified,adapt,,
q_e3c44aec5c70,tally_woRNPx,5,WTP,5. Какие из следующих стратегий кросс-продаж были упомянуты в презентации?,multi,14,14,verified,ready,,
q_faff6d0dce97,tally_woRNPx,6,other,"6. Как вы удостоверитесь, что сотрудники клиента вовлечены в процесс взаимодействия с вашими банковскими продуктами?",single,14,3,verified,adapt,,
q_ee4e1d2cc3ca,tally_woRNPx,7,factor,7. Почему важно проведение обучения для сотрудников клиента в рамках стратегии кросс-продаж?,single,14,2,verified,ready,,
q_d10a244b426f,tally_woRNPx,8,other,"8. Какое понимание активов ЛПР (Лицо, Принимающее Решения) может помочь в успешных кросс-продажах?",single,14,3,verified,adapt,,
q_67b6a15a2eb0,tally_woRNPx,9,demographics,"9. Представьте, что клиент интересуется вкладами и кредитными продуктами. Как бы вы использовали стратегию снижения полной стоимости владения для увеличения кросс-продаж?",single,14,3,verified,adapt,,
q_4a23a4b812cb,tally_woRNPx,10,demographics,10. Почему образование клиентов важно для успешной кросс-продажи?,single,14,1,verified,adapt,,
q_ea7cccebf6f8,tally_woRNPx,11,other,11. Как бы вы помогли клиенту перейти на более зрелый уровень взаимодействия с банковскими продуктами?,single,14,2,verified,adapt,,
q_de289cba89ab,tally_woRNPx,12,demographics,12. Вы работаете над предложением для корпоративного клиента. Как бы вы использовали стратегию снижения полной стоимости владения в вашем предложении?,single,14,3,verified,adapt,,
q_92e1c943c6b2,tally_woRNPx,13,other,"13. Что имеется в виду под ориентацией на результат, а не на процесс? (вспомните 4 дисциплины управления)",single,14,3,verified,adapt,,
q_56d84720a394,tally_wz1Mq8,1,scenario,"1. В каких ситуациях вы рассматриваете покупку товаров в займ (рассрочка, долг и др.)?",single,49,4,verified,ready,,
q_bf4ceea090eb,tally_wz1Mq8,2,behavior,2. На какие нужды вы чаще всего оформляете кредит или рассрочку?,multi,46,10,verified,ready,,
q_7e69516b5ec1,tally_wz1Mq8,3,frequency,"3. Как часто и какой товар/услуги вы берете в займ (рассрочка, долг и др.) ?",matrix,47,46,reconstructed,source_check,,matrix/UUID needs form schema
q_720eda498ca0,tally_wz1Mq8,4,other,"4. Если вам нужно приобрести товар в долг, какой способ займа вы предпочитаете?",multi,46,10,verified,adapt,,
q_b8f87529578e,tally_wz1Mq8,5,other,Vjd266,single,1,1,unreliable,source_check,,matrix/UUID needs form schema
q_c96e6b2c634d,tally_wz1Mq8,6,factor,"5. Оцените от 1 до 5 важность перечисленных факторов, где 1 - не важно, а 5 - очень важно",matrix,47,38,reconstructed,source_check,,matrix/UUID needs form schema
q_72e851469a02,tally_wz1Mq8,7,other,6. Что вас может отпугнуть от оформления займа?,multi,46,37,verified,adapt,,
q_ba9ae5f3f5d1,tally_wz1Mq8,8,WTP,7. На какую сумму вы брали или чаще всего берете займ/кредит?,matrix,47,43,reconstructed,source_check,,matrix/UUID needs form schema
