survey_id,project,survey_type,category,geography,field_date,sample_n,question_count,platform,primary_raw_file_id,raw_file,recovery_status,reuse_value,families,answer_types,notes
tally_mKaxzA,Опрос ИНГ-СТРОЙ_ Количественное исследование предпочтений и факторов выбора при,B2C Choice,finance,,,42,42,Tally,raw_0200,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос ИНГ-СТРОЙ_ Количественное исследование предпочтений и факторов выбора при [mKaxzA].csv,partly_reconstructed,low,other:11;demographics:10;channel:9;scenario:4;behavior:2;frequency:2;factor:1;WTP:1;trust:1;consideration:1,unknown:13;open:12;single:9;multi:4;matrix:3;numeric:1,incremental_ingest_2026-06-04_2
tally_3xaZ9G,Главстрой Санкт-Петербург. Внутренний опрос. (Северная долина),Internal Employee,HR/EVP,,,46,30,Tally,raw_0201,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Главстрой Санкт-Петербург. Внутренний опрос. (Северная долина) [3xaZ9G].csv,partly_reconstructed,low,demographics:8;WTP:8;factor:7;other:5;open:1;scenario:1,single:14;matrix:14;multi:1;numeric:1,incremental_ingest_2026-06-04_2
tally_wvANe4,Анкета клиентов Печорин - краткая,B2C Choice,food/FMCG,,,18,22,Tally,raw_0202,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета клиентов Печорин - краткая [wvANe4].csv,partly_reconstructed,low,other:9;channel:3;awareness:3;demographics:3;WTP:2;frequency:1;factor:1,single:14;multi:3;matrix:3;open:1;unknown:1,incremental_ingest_2026-06-04_2
tally_mRZVav,Анкета для онлайн опроса,B2C Choice,healthcare,,,16,53,Tally,raw_0203,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета для онлайн опроса [mRZVav].csv,partly_reconstructed,low,other:28;WTP:7;factor:7;behavior:3;scenario:2;barrier:2;demographics:2;open:1;frequency:1,single:19;multi:16;unknown:9;numeric:7;matrix:2,incremental_ingest_2026-06-04_2
tally_w4xjPb,Главстрой Санкт-Петербург. Внутренний опрос. (ЭГС),Internal Employee,HR/EVP,,,79,31,Tally,raw_0204,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Главстрой Санкт-Петербург. Внутренний опрос. (ЭГС) [w4xjPb].csv,partly_reconstructed,medium,demographics:8;WTP:8;factor:7;other:6;open:1;scenario:1,single:14;matrix:14;multi:1;open:1;numeric:1,incremental_ingest_2026-06-04_2
tally_3XX5yY,Ringo. Анкета клиентов,B2C Choice,food/FMCG,,,1,42,Tally,raw_0205,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Ringo. Анкета клиентов [3XX5yY].csv,partly_reconstructed,low,other:9;demographics:9;channel:6;WTP:5;scenario:4;frequency:4;factor:2;behavior:2;awareness:1,single:25;matrix:12;open:2;multi:1;numeric:1;unknown:1,incremental_ingest_2026-06-04_2
tally_nW8rgv,Внешний опрос спортивных магазинов,B2C Choice,home/electronics,,,2,27,Tally,raw_0206,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Внешний опрос спортивных магазинов [nW8rgv].csv,partly_reconstructed,low,channel:10;other:6;demographics:5;open:2;scenario:1;frequency:1;factor:1;trust:1,single:18;unknown:5;matrix:3;open:1,incremental_ingest_2026-06-04_2
tally_3E0NJB,Сибагро. Опрос внешний (Белгород),EVP Employer,HR/EVP,,,104,20,Tally,raw_0207,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Сибагро. Опрос внешний (Белгород) [3E0NJB].csv,partly_reconstructed,medium,other:11;demographics:5;factor:1;screening:1;consideration:1;barrier:1,single:12;open:3;multi:3;numeric:1;matrix:1,incremental_ingest_2026-06-04_2
tally_nrElyo,Xususiy bolalar bog'chasini tanlash omillarini o'rganish (UZB),B2C Choice,education,,,10,65,Tally,raw_0208,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Xususiy bolalar bog'chasini tanlash omillarini o'rganish (UZB) [nrElyo].csv,unreliable,low,other:65,single:34;unknown:19;multi:6;numeric:3;open:2;matrix:1,incremental_ingest_2026-06-04_2
tally_w7Z6L0,ИЗТТ. Внутренний опрос. Short,Internal Employee,HR/EVP,,,37,15,Tally,raw_0209,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/ИЗТТ. Внутренний опрос. Short [w7Z6L0].csv,partly_reconstructed,low,factor:8;demographics:6;open:1,single:7;matrix:7;numeric:1,incremental_ingest_2026-06-04_2
tally_mZEBBV,Исследование опыта соискателей Пенза,EVP Employer,HR/EVP,,,70,14,Tally,raw_0210,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Исследование опыта соискателей Пенза [mZEBBV].csv,partly_reconstructed,medium,demographics:6;barrier:2;other:1;open:1;factor:1;scenario:1;awareness:1;consideration:1,single:9;unknown:2;open:1;multi:1;matrix:1,incremental_ingest_2026-06-04_2
tally_wMr1qY,Анкета для опросов НИЦ,B2C Choice,food/FMCG,,,100,33,Tally,raw_0211,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета для опросов НИЦ [wMr1qY].csv,partly_reconstructed,medium,other:10;demographics:6;behavior:5;barrier:4;scenario:2;factor:2;trust:2;frequency:1;awareness:1,multi:14;single:12;open:5;matrix:1;numeric:1,incremental_ingest_2026-06-04_2
tally_nP9Zrb,Опрос по теннису,Event Conference,event/conference,,,17,27,Tally,raw_0212,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос по теннису [nP9Zrb].csv,partly_reconstructed,low,channel:10;other:6;demographics:5;open:2;scenario:1;frequency:1;factor:1;trust:1,single:17;unknown:4;matrix:3;multi:1;open:1;numeric:1,incremental_ingest_2026-06-04_2
tally_w2vrDL,Сол. анкета БХТ,Internal Employee,HR/EVP,,,9,51,Tally,raw_0213,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Сол. анкета БХТ [w2vrDL].csv,unreliable,low,other:26;demographics:24;frequency:1,single:34;unknown:13;multi:2;numeric:2,incremental_ingest_2026-06-04_2
tally_3xYE7y,Опрос сотрудников компании,EVP Employer,HR/EVP,,,61,26,Tally,raw_0214,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос сотрудников компании [3xYE7y].csv,partly_reconstructed,medium,WTP:8;demographics:6;other:6;factor:5;scenario:1,matrix:13;single:11;multi:2,incremental_ingest_2026-06-04_2
tally_3qPrkk,Сибагро. Опрос внешний (Новосибирск),EVP Employer,HR/EVP,,,83,16,Tally,raw_0215,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Сибагро. Опрос внешний (Новосибирск) [3qPrkk].csv,partly_reconstructed,medium,other:6;demographics:6;factor:1;screening:1;consideration:1;barrier:1,single:9;open:6;matrix:1,incremental_ingest_2026-06-04_2
tally_woRNPx,Опрос сотрудников банка Арванд,Internal Employee,HR/EVP,,,14,13,Tally,raw_0216,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос сотрудников банка Арванд [woRNPx].csv,verified,low,other:6;demographics:4;factor:2;WTP:1,single:12;multi:1,incremental_ingest_2026-06-04_2
tally_wz1Mq8,Опрос ТЕХНОШОК_ Количественное исследование предпочтений и факторов выбора при о,B2C Choice,finance,,,49,42,Tally,raw_0217,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос ТЕХНОШОК_ Количественное исследование предпочтений и факторов выбора при о [wz1Mq8].csv,partly_reconstructed,low,other:11;demographics:10;channel:9;scenario:4;behavior:2;frequency:2;factor:1;WTP:1;trust:1;consideration:1,single:16;multi:11;open:8;matrix:3;unknown:3;numeric:1,incremental_ingest_2026-06-04_2
tally_wQevPY,DMC анкета опросов (2),B2C Choice,healthcare,,,2,41,Tally,raw_0218,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/DMC анкета опросов (2) [wQevPY].csv,partly_reconstructed,low,demographics:12;other:11;behavior:7;scenario:4;frequency:2;factor:2;barrier:1;awareness:1;screening:1,single:32;unknown:5;multi:1;matrix:1;open:1;numeric:1,incremental_ingest_2026-06-04_2
tally_woK8BO,Анкета для опросов клиентов и неклиентов РМК,Internal Employee,HR/EVP,,,48,70,Tally,raw_0219,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета для опросов клиентов и неклиентов РМК [woK8BO].csv,partly_reconstructed,low,other:32;demographics:15;awareness:9;channel:5;frequency:2;trust:2;scenario:1;behavior:1;WTP:1;barrier:1;factor:1,single:24;numeric:20;open:15;multi:8;matrix:3,incremental_ingest_2026-06-04_2
tally_wQz4O8,Тиглат,B2C Choice,auto/mobility,,,15,20,Tally,raw_0220,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Тиглат [wQz4O8].csv,partly_reconstructed,low,demographics:7;awareness:3;other:3;WTP:2;channel:2;open:1;screening:1;factor:1,single:9;multi:8;matrix:3,incremental_ingest_2026-06-04_2
tally_wbkYL0,Опрос о торговых роботов_ИИ-помощниках на бирже,B2C Choice,finance,,,6,26,Tally,raw_0221,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос о торговых роботов_ИИ-помощниках на бирже [wbkYL0].csv,partly_reconstructed,low,other:11;demographics:6;factor:3;awareness:3;open:1;channel:1;WTP:1,single:18;multi:4;matrix:3;unknown:1,incremental_ingest_2026-06-04_2
tally_OD1lpY,Исследование брендов одежды,B2C Choice,home/electronics,,,14,36,Tally,raw_0222,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Исследование брендов одежды [OD1lpY].csv,partly_reconstructed,low,other:14;channel:13;demographics:5;screening:1;frequency:1;barrier:1;factor:1,matrix:16;multi:14;single:6,incremental_ingest_2026-06-04_2
tally_mK69O8,"Buy Or Sell Please take this survey, it will help us create a new product on tra",B2C Choice,unknown,,,1,6,Tally,raw_0223,"/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Buy Or Sell Please take this survey, it will help us create a new product on tra [mK69O8].csv",unreliable,low,other:6,single:4;numeric:2,incremental_ingest_2026-06-04_2
tally_meEbOE,Ценалом. Анкета для опроса клиентов.,B2C Choice,home/electronics,,,103,47,Tally,raw_0224,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Ценалом. Анкета для опроса клиентов. [meEbOE].csv,unreliable,medium,other:22;channel:11;demographics:6;factor:2;barrier:1;frequency:1;trust:1;WTP:1;screening:1;open:1,single:22;matrix:10;open:8;multi:4;numeric:2;unknown:1,incremental_ingest_2026-06-04_2
tally_wa5jO2,DMC анкета опросов (1),B2C Choice,healthcare,,,5,41,Tally,raw_0225,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/DMC анкета опросов (1) [wa5jO2].csv,partly_reconstructed,low,demographics:12;other:11;behavior:7;scenario:4;frequency:2;factor:2;barrier:1;awareness:1;screening:1,single:32;unknown:5;multi:1;matrix:1;open:1;numeric:1,incremental_ingest_2026-06-04_2
tally_mO02bp,Сибагро. Опрос внешний (Томск),EVP Employer,HR/EVP,,,109,16,Tally,raw_0226,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Сибагро. Опрос внешний (Томск) [mO02bp].csv,partly_reconstructed,medium,other:6;demographics:6;factor:1;screening:1;consideration:1;barrier:1,single:7;open:7;numeric:1;matrix:1,incremental_ingest_2026-06-04_2
tally_Gx6XJo,ЛМ. Исследование 3,B2C Choice,healthcare,,,35,45,Tally,raw_0227,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/ЛМ. Исследование 3 [Gx6XJo].csv,unreliable,low,other:24;demographics:9;factor:3;WTP:2;open:1;scenario:1;channel:1;consideration:1;trust:1;behavior:1;barrier:1,single:21;multi:16;unknown:5;open:2;matrix:1,incremental_ingest_2026-06-04_2
tally_nW5bYP,Анкета Бани ОАЭ (на КИТ),B2C Choice,fitness/wellness,,,51,53,Tally,raw_0228,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Анкета Бани ОАЭ (на КИТ) [nW5bYP].csv,partly_reconstructed,medium,other:53,single:20;matrix:14;multi:9;open:5;unknown:5,incremental_ingest_2026-06-04_2
tally_np0yq1,Опрос для детских НИЦ,B2C Choice,healthcare,,,62,44,Tally,raw_0229,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос для детских НИЦ [np0yq1].csv,partly_reconstructed,medium,other:22;demographics:7;behavior:6;barrier:3;factor:2;screening:1;frequency:1;awareness:1;trust:1,single:17;multi:12;open:8;unknown:5;matrix:2,incremental_ingest_2026-06-04_2
tally_mJWlq4,Опрос LAMINAT-HALL_ Количественное исследование предпочтений и факторов выбора п,B2C Choice,finance,,,42,42,Tally,raw_0230,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Опрос LAMINAT-HALL_ Количественное исследование предпочтений и факторов выбора п [mJWlq4].csv,partly_reconstructed,low,other:11;demographics:10;channel:9;scenario:4;behavior:2;frequency:2;factor:1;WTP:1;trust:1;consideration:1,single:18;unknown:13;multi:4;matrix:3;open:3;numeric:1,incremental_ingest_2026-06-04_2
tally_3xeqkr,Ringo. Анкета неклиентов,B2C Choice,food/FMCG,,,100,44,Tally,raw_0231,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/Ringo. Анкета неклиентов [3xeqkr].csv,partly_reconstructed,medium,other:12;demographics:8;channel:6;WTP:5;scenario:4;frequency:4;factor:2;behavior:2;awareness:1,open:13;matrix:12;single:10;multi:6;unknown:3,incremental_ingest_2026-06-04_2
tally_mBxlA1,РМС. Внутренний опрос.,Internal Employee,HR/EVP,,,111,71,Tally,raw_0232,/var/folders/y7/z20t7xkd2w7_cy1_ksrzxwxh0000gn/T/New Folder With Items 2.zip::New Folder With Items 2/РМС. Внутренний опрос. [mBxlA1].csv,partly_reconstructed,medium,other:41;demographics:9;behavior:8;trust:4;switching:3;WTP:2;scenario:2;factor:1;channel:1,numeric:54;single:9;open:5;matrix:2;multi:1,incremental_ingest_2026-06-04_2
