pattern_id,survey_id,input_signal,slide_type,example_title,reuse_condition
sp_998f7ea2f725,tally_3y4KB6,behavior,behavior baseline,"behavior baseline: 29. Как продвигаете свои услуги, находите клиентов на данный момент?",Use for B2C Choice / food/FMCG when behavior is decision-relevant.
sp_bb4b10ea5119,tally_wQ5W2Y,behavior,behavior baseline,behavior baseline: 2. Следите ли вы за своим питанием?,Use for B2C Choice / fitness/wellness when behavior is decision-relevant.
sp_d8a36e0761aa,tally_wQ5W2Y,frequency,behavior baseline,behavior baseline: 3. Как часто вы занимаетесь физической активностью?,Use for B2C Choice / fitness/wellness when frequency is decision-relevant.
sp_ffded1b5128e,tally_wQ5W2Y,behavior,behavior baseline,"behavior baseline: 4. Посещаете ли вы оздоровительные центры (SPA, wellness)?",Use for B2C Choice / fitness/wellness when behavior is decision-relevant.
sp_c0ffd1177610,tally_wQ5W2Y,behavior,behavior baseline,behavior baseline: 6. Какие bath-house (бани) вы посещаете?,Use for B2C Choice / fitness/wellness when behavior is decision-relevant.
sp_9aab84169059,tally_wQ5W2Y,behavior,behavior baseline,behavior baseline: 9. Посещаете ли вы другие виды водных процедур (сауны/хамамы)?,Use for B2C Choice / fitness/wellness when behavior is decision-relevant.
sp_e15d523f61f7,tally_wQ5W2Y,behavior,behavior baseline,behavior baseline: 11. В какой компании вы обычно посещаете оздоровительные и банные комплексы?,Use for B2C Choice / fitness/wellness when behavior is decision-relevant.
sp_a3be0e490ab4,tally_wQ5W2Y,scenario,JTBD map,"JTBD map: 12. Для каких целей вы, как правило, посещаете оздоровительные и банные комплекс",Use for B2C Choice / fitness/wellness when scenario is decision-relevant.
sp_a81c23fb3da9,tally_wQ5W2Y,frequency,behavior baseline,behavior baseline: 13. Как часто вы посещаете оздоровительные и банные комплексы?,Use for B2C Choice / fitness/wellness when frequency is decision-relevant.
sp_c8adde58d71d,tally_wQ5W2Y,WTP,price ladder,price ladder: 14. Сколько вы готовы заплатить за разовое посещение оздоровительного комплекса ,Use for B2C Choice / fitness/wellness when WTP is decision-relevant.
sp_7de1dac4a8ff,tally_wQ5W2Y,WTP,price ladder,price ladder: 20. За какие услуги при посещении банно-оздоровительного комплекса вы были бы го,Use for B2C Choice / fitness/wellness when WTP is decision-relevant.
sp_404023f65759,tally_wQ5W2Y,barrier,barrier map,barrier map: 21. По какой причине вы могли бы попробовать охлаждающие услуги (снежная комната,Use for B2C Choice / fitness/wellness when barrier is decision-relevant.
sp_aa301a08005c,tally_wQ5W2Y,factor,factor hierarchy,factor hierarchy: 23. Важно ли для вас соблюдение правил халяла при посещении банно-оздоровительно,Use for B2C Choice / fitness/wellness when factor is decision-relevant.
sp_76ba943ec8af,tally_wQ5W2Y,channel,channel/trust map,channel/trust map: 24. Через какие каналы коммуникации вы узнаете информацию пробанно-оздоровительн,Use for B2C Choice / fitness/wellness when channel is decision-relevant.
sp_4e5367142844,tally_wQ5W2Y,behavior,behavior baseline,behavior baseline: 26. Какие банно-оздоровительные комплексы вы посещаете?,Use for B2C Choice / fitness/wellness when behavior is decision-relevant.
sp_202d6dd806a2,tally_wQ5W2Y,behavior,behavior baseline,"behavior baseline: 28. Какие 3 вещи вам нравятся больше всего в банно-оздоровительных комплексах, к",Use for B2C Choice / fitness/wellness when behavior is decision-relevant.
sp_789b8763a37c,tally_wQ5W2Y,behavior,behavior baseline,behavior baseline: 29. Какие 3 вещи вам не нравятся больше всего/не хватает в банно-оздоровительных,Use for B2C Choice / fitness/wellness when behavior is decision-relevant.
sp_6a48e24fc988,tally_wQ5W2Y,channel,channel/trust map,channel/trust map: 9. Как вы бы отнеслись если бы в магазинах на территориибанно-оздоровительного к,Use for B2C Choice / fitness/wellness when channel is decision-relevant.
sp_5958cc9ef25a,tally_wQ5W2Y,channel,channel/trust map,"channel/trust map: 10. Давайте представим, что в магазинах на территории банно-оздоровительного ко",Use for B2C Choice / fitness/wellness when channel is decision-relevant.
sp_2d237c4b7fed,tally_wgGpyK,scenario,JTBD map,JTBD map: В каких ситуациях вы покупаете водку?,Use for B2C Choice / food/FMCG when scenario is decision-relevant.
sp_b75145ff1aa3,tally_w4N6dB,frequency,behavior baseline,behavior baseline: 2. Что из содержащей никотин продукции Вы употребляете? Как часто?,Use for B2C Choice / home/electronics when frequency is decision-relevant.
sp_d7c51e519332,tally_w4N6dB,behavior,behavior baseline,behavior baseline: 3. Как вы предпочитаете покупать табачную продукцию?,Use for B2C Choice / home/electronics when behavior is decision-relevant.
sp_9b3faf331d71,tally_w4N6dB,factor,factor hierarchy,"factor hierarchy: 4. Оцените от 1 до 5 важность факторов выбора офлайн-магазина, где 1 – это незна",Use for B2C Choice / home/electronics when factor is decision-relevant.
sp_61eb1ac911af,tally_w4N6dB,factor,factor hierarchy,"factor hierarchy: 5. Оцените от 1 до 5 важность факторов выбора онлайн-магазина, где 1 – это незна",Use for B2C Choice / home/electronics when factor is decision-relevant.
sp_353f4a40e71f,tally_w4N6dB,channel,channel/trust map,"channel/trust map: 6. Подскажите, пожалуйста, при помощи каких источников Вы узнаете о магазинах та",Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_2679fb8d0053,tally_w4N6dB,channel,channel/trust map,channel/trust map: 7. Какие у вас бывают сложности при выборе магазина табачной продукции?(Множеств,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_67cb38f34e10,tally_w4N6dB,frequency,behavior baseline,behavior baseline: 10. Как часто Вы пробуете новые вкусы?,Use for B2C Choice / home/electronics when frequency is decision-relevant.
sp_e2cd502d56e9,tally_w4N6dB,channel,channel/trust map,"channel/trust map: 11. Табачные изделия каких категорий Вы бы согласились приобрести, если бы их пр",Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_ed9599444556,tally_w4N6dB,channel,channel/trust map,channel/trust map: 12. Почему Вы бы хотели видеть именно эти товары в рамках собственных торговых м,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_d516daf58b73,tally_w4N6dB,channel,channel/trust map,channel/trust map: 13. В каких магазинах Вы покупаете никотиновую продукцию?,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_cfbee303ce8c,tally_w4N6dB,channel,channel/trust map,channel/trust map: 14. Какие еще товары Вы хотели бы покупать в табачном магазине?(Множественный вы,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_55b919f47fea,tally_w4N6dB,channel,channel/trust map,channel/trust map: 15. Какие бренды магазинов табачных изделий Вы знаете?(Множественный выбор),Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_0d69e1bca6a3,tally_w4N6dB,channel,channel/trust map,channel/trust map: 16. Какие бренды магазинов табачных изделий Вы предпочитаете?(Множественный выбо,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_ca4e7b01f9ab,tally_w4N6dB,channel,channel/trust map,channel/trust map: 17. Какой бренд магазинов табачных изделий Вы считаете самым лучшим?(Множественн,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_4cd1ad98f406,tally_w4N6dB,channel,channel/trust map,channel/trust map: 18. Какой бренд табачных магазинов предоставляет самый дешевый ассортимент табач,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_6007b0f9871f,tally_w4N6dB,channel,channel/trust map,channel/trust map: 19. В магазинах какого бренда самый большой ассортимент товаров?,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_7250cb90a7a9,tally_w4N6dB,channel,channel/trust map,channel/trust map: 20. В магазинах какого бренда самое большое количество вкусов?,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_637733afe7fb,tally_w4N6dB,channel,channel/trust map,channel/trust map: 21. Магазины какого бренда чаще всего предлагают новые товары?,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_e7d3f391670f,tally_w4N6dB,channel,channel/trust map,channel/trust map: 22. Магазины какого бренда чаще всего предлагают новые вкусы?,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_5015dbb4a7c1,tally_w4N6dB,channel,channel/trust map,channel/trust map: 23. Магазины какого бренда легче всего найти?,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_4a6b1bd8cbfa,tally_w4N6dB,channel,channel/trust map,channel/trust map: 24. В магазинах какого бренда самое быстрое обслуживание?,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_75c395a54885,tally_w4N6dB,channel,channel/trust map,channel/trust map: 25. В магазинах табачных изделий какого бренда легче всего выбрать подходящий то,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_45f53a2d9a85,tally_w4N6dB,channel,channel/trust map,channel/trust map: 26. В магазинах какого бренда самый лучший сервис?,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_78dbeba78ea4,tally_w4N6dB,channel,channel/trust map,channel/trust map: 27. Какие виды брендированной продукции табачного магазина Вам было бы интересно,Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_dc7ef75338b5,tally_w4N6dB,channel,channel/trust map,channel/trust map: 15. Что бы вы хотели видеть рядом с магазином?(Множественный выбор),Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_5260e86ea0ee,tally_w4N6dB,channel,channel/trust map,channel/trust map: 17. В магазинах какого бренда Вы покупаете товары?(Множественный выбор),Use for B2C Choice / home/electronics when channel is decision-relevant.
sp_0e81cbe57174,tally_3yYaQB,WTP,price ladder,price ladder: Сколько Вам лет?,Use for Event Conference / event/conference when WTP is decision-relevant.
sp_3949581a48a0,tally_3yYaQB,WTP,price ladder,"price ladder: Какие, на Ваш взгляд, существуют проблемы с привлечением специалистов в компанию",Use for Event Conference / event/conference when WTP is decision-relevant.
sp_9c1f5f981ade,tally_3yYaQB,scenario,JTBD map,"JTBD map: Помните ли Вы какие инструменты привлечения сработали на Вас, когда Вы приходили",Use for Event Conference / event/conference when scenario is decision-relevant.
sp_bf258441c7ec,tally_3yYaQB,factor,factor hierarchy,"factor hierarchy: Специалисты с какими компетенциями - ключевые, целевые для компании? (кого нам в",Use for Event Conference / event/conference when factor is decision-relevant.
sp_d65c34695beb,tally_3yYaQB,switching,barrier map,barrier map: Какие конкурентные преимущества для потенциальных кандидатов есть у компании Эта,Use for Event Conference / event/conference when switching is decision-relevant.
sp_8fb19b27b9bf,tally_3yYaQB,consideration,brand funnel,brand funnel: Какие недостатки для потенциальных кандидатов есть у компании Этажи? Почему соис,Use for Event Conference / event/conference when consideration is decision-relevant.
sp_d5d271a22869,tally_3yYaQB,WTP,price ladder,price ladder: Насколько целевые кандидаты приходят в компанию на данный момент?,Use for Event Conference / event/conference when WTP is decision-relevant.
sp_ca4ec8c2d6e0,tally_3yYaQB,WTP,price ladder,price ladder: Проходят ли в компании какие-то обучающие мероприятия от внутренних и внешних сп,Use for Event Conference / event/conference when WTP is decision-relevant.
sp_62486ab6b9ef,tally_3yYaQB,behavior,behavior baseline,"behavior baseline: Проходит ли оценка систематически и всегда ли о ней известно заранее, чтобы была",Use for Event Conference / event/conference when behavior is decision-relevant.
sp_02fe509b43ed,tally_3yYaQB,WTP,price ladder,price ladder: Как сейчас выстроен процесс внутренних коммуникаций сотрудников? Насколько в это,Use for Event Conference / event/conference when WTP is decision-relevant.
sp_4ae993647bdf,tally_3yYaQB,factor,factor hierarchy,factor hierarchy: Что помогло бы Вам повысить Ваше восприятие непосредственного руководителя или р,Use for Event Conference / event/conference when factor is decision-relevant.
sp_025c20bae684,tally_3yYaQB,WTP,price ladder,"price ladder: Что, по Вашему мнению, следовало бы поменять в корпоративной культуре? Зачем? На",Use for Event Conference / event/conference when WTP is decision-relevant.
sp_40affd1d8062,tally_3yYaQB,barrier,barrier map,"barrier map: Как вы считаете, по каким причинам сотрудники покидают компанию? Как можно было ",Use for Event Conference / event/conference when barrier is decision-relevant.
sp_2d140d42fd72,tally_3yYaQB,WTP,price ladder,"price ladder: Насколько эффективно, на Ваш взгляд, сейчас работает с уволившимися целевыми сот",Use for Event Conference / event/conference when WTP is decision-relevant.
sp_25a591ba31e5,tally_kdNXoM,WTP,price ladder,price ladder: Сколько вам лет?,Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_5ebf2a1b14dd,tally_kdNXoM,channel,channel/trust map,channel/trust map: Где вы живете сейчас?,Use for B2C Choice / food/FMCG when channel is decision-relevant.
sp_3bcebb01a892,tally_kdNXoM,scenario,JTBD map,"JTBD map: Какая ситуация со слухом у вас или у человека, которому вы помогаете?",Use for B2C Choice / food/FMCG when scenario is decision-relevant.
sp_ba3c5a860e28,tally_kdNXoM,scenario,JTBD map,JTBD map: Для чего вы покупаете слуховой аппарат?,Use for B2C Choice / food/FMCG when scenario is decision-relevant.
sp_1f7b4be6e54b,tally_kdNXoM,consideration,brand funnel,brand funnel: Перед тем как выбрать центр или аппарат какие варианты вы рассматривали?,Use for B2C Choice / food/FMCG when consideration is decision-relevant.
sp_09b8777b28ba,tally_kdNXoM,channel,channel/trust map,channel/trust map: Где вы обычно ищете информацию про слуховые аппараты или центры?,Use for B2C Choice / food/FMCG when channel is decision-relevant.
sp_d0e2c88dd5ab,tally_kdNXoM,factor,factor hierarchy,factor hierarchy: Насколько вам важны следующие факторы при выборе слухового аппарата? (1 — совсем,Use for B2C Choice / food/FMCG when factor is decision-relevant.
sp_f71464ad37cc,tally_kdNXoM,factor,factor hierarchy,factor hierarchy: Насколько вам важны следующие факторы при выборе центра настройки или покупки? (,Use for B2C Choice / food/FMCG when factor is decision-relevant.
sp_94525189a012,tally_kdNXoM,WTP,price ladder,price ladder: Какой бюджет вы в принципе рассматриваете на слуховой аппарат?,Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_b60a68787fe4,tally_kdNXoM,channel,channel/trust map,channel/trust map: Где было удобнее всего общаться Деафон?,Use for B2C Choice / food/FMCG when channel is decision-relevant.
sp_06e3bbe438c5,tally_kdNXoM,barrier,barrier map,barrier map: Были ли у вас причины откладывать покупку или «передумать» на пути в центр?,Use for B2C Choice / food/FMCG when barrier is decision-relevant.
sp_a6596542bc94,tally_kdNXoM,frequency,behavior baseline,behavior baseline: Как часто вы покупаете расходники?,Use for B2C Choice / food/FMCG when frequency is decision-relevant.
sp_a975fa935b53,tally_kdNXoM,scenario,JTBD map,"JTBD map: Когда вы выбираете центр или салон слуховых аппаратов, что для вас важнее всего?",Use for B2C Choice / food/FMCG when scenario is decision-relevant.
sp_a8134d658a65,tally_kdNXoM,frequency,behavior baseline,behavior baseline: Как часто вы обычно меняете слуховой аппарат?,Use for B2C Choice / food/FMCG when frequency is decision-relevant.
sp_04025eabbc27,tally_kdNXoM,awareness,brand funnel,brand funnel: Какие центры или бренды слуховых аппаратов вы знаете?,Use for B2C Choice / food/FMCG when awareness is decision-relevant.
sp_ed1a7f104dd2,tally_kdNXoM,consideration,brand funnel,brand funnel: Какие из них вы рассматривали при выборе?,Use for B2C Choice / food/FMCG when consideration is decision-relevant.
sp_b23189ec0e62,tally_kdNXoM,trust,QFD,QFD: Насколько вы готовы порекомендовать Деафон (от 1  до 10)?,Use for B2C Choice / food/FMCG when trust is decision-relevant.
sp_68949590086f,tally_meagPx,trust,QFD,QFD: Срок существования вашего бизнеса:,Use for Internal Employee / HR/EVP when trust is decision-relevant.
sp_0dc66c129203,tally_meagPx,WTP,price ladder,price ladder: Сколько юридических лиц у вас открыто для ведения бизнеса?,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_4b488b8ca5f4,tally_meagPx,factor,factor hierarchy,factor hierarchy: Оцените важность следующих факторов при выборе банка от 1 до 5,Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_d7ca25852ce4,tally_meagPx,trust,QFD,QFD: Насколько вероятно вы порекомендуете следующие банки от 1 до 5?,Use for Internal Employee / HR/EVP when trust is decision-relevant.
sp_0d9c6afbb7bf,tally_meagPx,factor,factor hierarchy,factor hierarchy: На какие факторы опирались при выборе банка для расчетно-кассового обслуживания?,Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_0e9eeb2e9ff7,tally_meagPx,WTP,price ladder,price ladder: Какую сумму денег вы ежемесячно проводите через свой расчетный счет?,Use for Internal Employee / HR/EVP when WTP is decision-relevant.
sp_f8328b090d50,tally_meagPx,factor,factor hierarchy,factor hierarchy: Оцените от 1 до 5 насколько соответствует Ваш основной банк следующим факторам?,Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_3569aeac8423,tally_meagPx,factor,factor hierarchy,factor hierarchy: На какие факторы опирались при выборе банка для кредитования?,Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_452ce210176a,tally_meagPx,scenario,JTBD map,JTBD map: Для каких целей Вы брали кредиты?,Use for Internal Employee / HR/EVP when scenario is decision-relevant.
sp_471796d05c29,tally_meagPx,frequency,behavior baseline,behavior baseline: Как часто вы посещаете физические отделения банка?,Use for Internal Employee / HR/EVP when frequency is decision-relevant.
sp_e02a62461a5e,tally_meagPx,scenario,JTBD map,JTBD map: Для каких целей вы посещаете физические отделения банка?,Use for Internal Employee / HR/EVP when scenario is decision-relevant.
sp_466978da65cb,tally_meagPx,factor,factor hierarchy,factor hierarchy: Оцените от 1 до 5  насколько соответствует мобильное приложение / интернет банки,Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_3ee7ea533b6f,tally_meagPx,channel,channel/trust map,channel/trust map: Каких продуктов / услуг Вам не хватает в мобильном приложении или интернет банки,Use for Internal Employee / HR/EVP when channel is decision-relevant.
sp_5b58bed43d4e,tally_meagPx,factor,factor hierarchy,factor hierarchy: Оцените от 1 до 5 насколько важны для Вас следующие критерии поддержки банка?,Use for Internal Employee / HR/EVP when factor is decision-relevant.
sp_7de32c074ad8,tally_3xQAzv,behavior,behavior baseline,behavior baseline: 3. Посещал ли Ваш ребенок международную частную школу?,Use for B2C Choice / education when behavior is decision-relevant.
sp_617d0e4bedcc,tally_3xQAzv,barrier,barrier map,barrier map: 4. По какой причине Вы перевели ребенка из одной частной школы в другую?,Use for B2C Choice / education when barrier is decision-relevant.
sp_99e0e89781bb,tally_3xQAzv,barrier,barrier map,barrier map: 4. По какой причине Вы решили перевести Вашего ребенка из частной школы в госуда,Use for B2C Choice / education when barrier is decision-relevant.
sp_5dbcad293b04,tally_3xQAzv,scenario,JTBD map,JTBD map: 8. С какой целью Вы отдали ребенка в частную школу?,Use for B2C Choice / education when scenario is decision-relevant.
sp_494896beb29c,tally_3xQAzv,channel,channel/trust map,channel/trust map: 12. Через какие каналы коммуникации Вы узнали о школе где учится ваш ребенок?,Use for B2C Choice / education when channel is decision-relevant.
sp_223e2ba8a3a6,tally_3xQAzv,WTP,price ladder,price ladder: 13. Какая цена за обучение в частной школе приемлема для Вас?,Use for B2C Choice / education when WTP is decision-relevant.
sp_62e8da64821e,tally_3xQAzv,awareness,brand funnel,brand funnel: 15. Какие частные школы Вы знаете?,Use for B2C Choice / education when awareness is decision-relevant.
sp_5b3b2a334252,tally_3xQAzv,factor,factor hierarchy,"factor hierarchy: 18. Оцените от 1 до 5 важность факторов выбора частной школы, где 1 – это незнач",Use for B2C Choice / education when factor is decision-relevant.
sp_7aa26133e66b,tally_3xQAzv,WTP,price ladder,price ladder: 20. В какой частной школе самая низкая цена обучения по сравнению с похожими час,Use for B2C Choice / education when WTP is decision-relevant.
sp_6c893e92ad62,tally_3xQAzv,frequency,behavior baseline,behavior baseline: 26. Как часто Вы бываете в школе?,Use for B2C Choice / education when frequency is decision-relevant.
sp_b8e1c676a486,tally_3xQAzv,barrier,barrier map,"barrier map: 27. По каким причинам Вы, как родитель, приходите в школу?",Use for B2C Choice / education when barrier is decision-relevant.
sp_7e3d2b12f3bf,tally_3xQAzv,factor,factor hierarchy,factor hierarchy: 28. По шкале от 1 до 10 оцените насколько вы готовы рекомендовать эту школу друг,Use for B2C Choice / education when factor is decision-relevant.
sp_4b14399f091b,tally_3xQAzv,behavior,behavior baseline,behavior baseline: 38. На каком расстоянии от дома находится Ваша школа?,Use for B2C Choice / education when behavior is decision-relevant.
sp_accff1a483aa,tally_Y5jV7N,scenario,JTBD map,"JTBD map: С какой целью вы ищите/искали информацию (курсы, занятия и тд) об улучшении здор",Use for B2C Choice / healthcare when scenario is decision-relevant.
sp_e62d1a37f16f,tally_Y5jV7N,channel,channel/trust map,channel/trust map: Где вы обычно узнаёте о способах улучшить здоровье / питание?,Use for B2C Choice / healthcare when channel is decision-relevant.
sp_c2132a6069cd,tally_Y5jV7N,factor,factor hierarchy,factor hierarchy: Какие критерии для вас важны при выборе программы по здоровью / питанию? (где 1 ,Use for B2C Choice / healthcare when factor is decision-relevant.
sp_23d0406950e4,tally_Y5jV7N,consideration,brand funnel,brand funnel: Какие типы экспертов вы бы рассматривали при выборе программы?,Use for B2C Choice / healthcare when consideration is decision-relevant.
sp_247616295bba,tally_Y5jV7N,trust,QFD,QFD: Какое описание программы вызывает у вас наибольшее доверие?,Use for B2C Choice / healthcare when trust is decision-relevant.
sp_078147c222d9,tally_Y5jV7N,WTP,price ladder,price ladder: Насколько вам актуальны программы по здоровью / питанию для детей?,Use for B2C Choice / healthcare when WTP is decision-relevant.
sp_7aaa4261391c,tally_Y5jV7N,behavior,behavior baseline,behavior baseline: Что для вас является ключевым моментом решения «покупать / не покупать»?,Use for B2C Choice / healthcare when behavior is decision-relevant.
sp_8425149c8515,tally_Y5jV7N,factor,factor hierarchy,factor hierarchy: Что вам важно увидеть на сайте перед покупкой?,Use for B2C Choice / healthcare when factor is decision-relevant.
sp_4268d74e69be,tally_Y5jV7N,factor,factor hierarchy,"factor hierarchy: Насколько важно, чтобы программа легко вписывалась в ваш график?",Use for B2C Choice / healthcare when factor is decision-relevant.
sp_2d8dd896c6a3,tally_Y5jV7N,WTP,price ladder,"price ladder: Что должно быть в сообществе, чтобы вы были готовы платить за него ежемесячно?",Use for B2C Choice / healthcare when WTP is decision-relevant.
sp_6275f7ecdb86,tally_Y5jV7N,barrier,barrier map,barrier map: Что чаще всего заставляет отказаться от продолжения участия?,Use for B2C Choice / healthcare when barrier is decision-relevant.
sp_e652dea43e2f,tally_woMYJO,scenario,JTBD map,JTBD map: 3. Предпринимали ли вы попытки самостоятельно выйти из сложившейся ситуации? Про,Use for B2C Choice / finance when scenario is decision-relevant.
sp_fb8871eea61d,tally_woMYJO,scenario,JTBD map,"JTBD map: 4. Что стало для Вас переломным моментом, когда вы стали рассматривать банкротст",Use for B2C Choice / finance when scenario is decision-relevant.
sp_03e1ada13c35,tally_woMYJO,scenario,JTBD map,"JTBD map: 7. Когда списали кредиты, то начали ли повышать искать возможные способы предотв",Use for B2C Choice / finance when scenario is decision-relevant.
sp_9385b715172a,tally_woMYJO,consideration,brand funnel,brand funnel: 8. Рассматривали ли Вы возможность посещения курсов фин. грамотности?,Use for B2C Choice / finance when consideration is decision-relevant.
sp_9d20fd8eac3c,tally_n0epJ0,factor,factor hierarchy,factor hierarchy: Оцените важность следующих факторов при выборе банка:,Use for B2C Choice / food/FMCG when factor is decision-relevant.
sp_8b68a51f7a9b,tally_n0epJ0,channel,channel/trust map,channel/trust map: У какого банка лучшее мобильное приложение по функционалу и удобству интерфейса?,Use for B2C Choice / food/FMCG when channel is decision-relevant.
sp_11464c7f9855,tally_n0epJ0,trust,QFD,QFD: Насколько вероятно вы порекомендуете банк от 1 до 5?,Use for B2C Choice / food/FMCG when trust is decision-relevant.
sp_8d697da2cf40,tally_n0epJ0,WTP,price ladder,price ladder: Насколько Вам были бы интересны следующие предложения от банка?,Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_c70a98545eec,tally_n0epJ0,WTP,price ladder,price ladder: Сколько у вас дебетовых карт?,Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_045381493cc3,tally_n0epJ0,WTP,price ladder,price ladder: Сколько у вас кредитных карт?,Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_2998077199c3,tally_n0epJ0,scenario,JTBD map,JTBD map: Для каких целей оформляли вклад?,Use for B2C Choice / food/FMCG when scenario is decision-relevant.
sp_3674a0405b45,tally_n0epJ0,WTP,price ladder,price ladder: Сколько у вас кредитов?,Use for B2C Choice / food/FMCG when WTP is decision-relevant.
sp_a21a1bb6c439,tally_n0epJ0,frequency,behavior baseline,behavior baseline: Как часто вы посещаете физические отделения банка?,Use for B2C Choice / food/FMCG when frequency is decision-relevant.
sp_61c0a61f7fa2,tally_n0epJ0,scenario,JTBD map,JTBD map: Для каких целей вы посещаете физические отделения банка?,Use for B2C Choice / food/FMCG when scenario is decision-relevant.
sp_fa2f0b08905f,tally_n0epJ0,channel,channel/trust map,channel/trust map: Каких продуктов или услуг в мобильном приложении Вам не хватает?,Use for B2C Choice / food/FMCG when channel is decision-relevant.
sp_2b2e380d79bb,tally_n0epJ0,frequency,behavior baseline,behavior baseline: С какими запросами обращаетесь в поддержку банка и как часто?,Use for B2C Choice / food/FMCG when frequency is decision-relevant.
sp_d97dd29a28a4,tally_n0epJ0,channel,channel/trust map,channel/trust map: Через какие каналы вы узнаете информацию о банковских продуктах и услугах?,Use for B2C Choice / food/FMCG when channel is decision-relevant.
sp_6654ff391382,tally_mKaxzA,scenario,JTBD map,"JTBD map: 1. В каких ситуациях вы рассматриваете покупку товаров в займ (рассрочка, долг и",Use for B2C Choice / finance when scenario is decision-relevant.
sp_37cd5a73b63d,tally_mKaxzA,behavior,behavior baseline,behavior baseline: 2. На какие нужды вы чаще всего оформляете кредит или рассрочку?,Use for B2C Choice / finance when behavior is decision-relevant.
sp_b00906f79c7a,tally_mKaxzA,frequency,behavior baseline,"behavior baseline: 3. Как часто и какой товар/услуги вы берете в займ (рассрочка, долг и др.) ?",Use for B2C Choice / finance when frequency is decision-relevant.
sp_36941a0a8edd,tally_mKaxzA,factor,factor hierarchy,"factor hierarchy: 5. Оцените от 1 до 5 важность перечисленных факторов, где 1 - не важно, а 5 - оч",Use for B2C Choice / finance when factor is decision-relevant.
sp_6c1d92e21795,tally_mKaxzA,WTP,price ladder,price ladder: 7. На какую сумму вы брали или чаще всего берете займ/кредит?,Use for B2C Choice / finance when WTP is decision-relevant.
sp_13be551c56da,tally_mKaxzA,frequency,behavior baseline,behavior baseline: 8. Как часто вы берете  займ/кредит?,Use for B2C Choice / finance when frequency is decision-relevant.
sp_3e888cc4d7a8,tally_mKaxzA,behavior,behavior baseline,behavior baseline: 8А. Как много кредитов/займов вы оформляли одновременно?,Use for B2C Choice / finance when behavior is decision-relevant.
sp_92799d5b9927,tally_mKaxzA,scenario,JTBD map,"JTBD map: 9. Возникали ли ситуации, когда по какой-то причине вы не могли сделать выплату ",Use for B2C Choice / finance when scenario is decision-relevant.
sp_3d8158976a92,tally_mKaxzA,channel,channel/trust map,"channel/trust map: 10. Какие финансовые организации или магазины, предоставляющие рассрочку, вы зна",Use for B2C Choice / finance when channel is decision-relevant.
sp_b4e15662b4a6,tally_mKaxzA,scenario,JTBD map,JTBD map: 11. Где вы когда-либо оформляли рассрочку или кредит?,Use for B2C Choice / finance when scenario is decision-relevant.
sp_c80d32983b2b,tally_mKaxzA,channel,channel/trust map,"channel/trust map: 12. Какие организации или магазины с рассрочкой вы рассматривали, но в итоге не ",Use for B2C Choice / finance when channel is decision-relevant.
sp_0673c4db1fac,tally_mKaxzA,channel,channel/trust map,channel/trust map: 13. Какая компания (финансовая организация или магазин с рассрочкой) кажется вам,Use for B2C Choice / finance when channel is decision-relevant.
sp_22ac9fe8234f,tally_mKaxzA,channel,channel/trust map,channel/trust map: 14. Какая финансовая организация или магазин с рассрочкой предлагает самые выгод,Use for B2C Choice / finance when channel is decision-relevant.
sp_5e6ae12c3c04,tally_mKaxzA,channel,channel/trust map,channel/trust map: 15. Где представлен самый широкий выбор условий рассрочки? (разные модели выплат,Use for B2C Choice / finance when channel is decision-relevant.
sp_503e2ae4ec63,tally_mKaxzA,channel,channel/trust map,channel/trust map: 16. Какая финансовая организация или магазин предлагает самые инновационные и уд,Use for B2C Choice / finance when channel is decision-relevant.
